record_ID,units_sold
215477,12.0
215479,25.0
215481,16.0
215483,16.0
215487,93.0
215488,73.0
215489,45.0
215490,58.0
215491,55.0
215492,64.0
215496,78.0
215497,42.0
215498,55.0
215499,23.0
215500,11.0
215501,54.0
215502,29.0
215504,7.0
215505,12.0
215506,17.0
215509,59.0
215510,31.0
215513,34.0
215514,40.0
215517,57.0
215518,27.0
215519,43.0
215521,35.0
215522,26.0
215523,122.0
215526,13.0
215529,142.0
215530,82.0
215531,47.0
215533,55.0
215534,72.0
215535,76.0
215538,91.0
215539,46.0
215540,55.0
215541,24.0
215543,50.0
215544,29.0
215545,192.0
215547,13.0
215548,20.0
215550,19.0
215551,17.0
215556,36.0
215557,19.0
215560,17.0
215561,85.0
215562,22.0
215563,27.0
215564,12.0
215566,16.0
215568,196.0
215570,16.0
215573,35.0
215574,29.0
215577,19.0
215578,21.0
215580,71.0
215581,30.0
215582,35.0
215583,31.0
215584,17.0
215585,41.0
215586,30.0
215587,133.0
215589,12.0
215590,18.0
215591,14.0
215592,20.0
215593,16.0
215597,20.0
215598,61.0
215599,28.0
215600,28.0
215601,31.0
215602,25.0
215603,50.0
215604,36.0
215605,29.0
215608,29.0
215609,24.0
215610,149.0
215613,153.0
215614,88.0
215615,48.0
215616,34.0
215617,18.0
215618,86.0
215619,116.0
215620,134.0
215622,27.0
215623,21.0
215624,163.0
215625,90.0
215626,119.0
215627,42.0
215628,19.0
215631,97.0
215632,71.0
215633,228.0
215635,27.0
215636,39.0
215637,7.0
215638,27.0
215639,23.0
215641,57.0
215642,42.0
215643,24.0
215645,45.0
215646,50.0
215647,59.0
215648,52.0
215651,50.0
215652,50.0
215653,49.0
215654,63.0
215655,32.0
215656,214.0
215658,21.0
215659,16.0
215660,74.0
215661,64.0
215662,31.0
215663,38.0
215664,45.0
215665,50.0
215669,61.0
215670,58.0
215671,49.0
215672,73.0
215673,42.0
215677,18.0
215678,4.0
215680,227.0
215681,145.0
215682,96.0
215685,126.0
215686,149.0
215687,144.0
215688,19.0
215691,168.0
215692,87.0
215693,139.0
215694,41.0
215698,117.0
215699,77.0
215700,501.0
215702,23.0
215703,37.0
215704,25.0
215707,72.0
215708,67.0
215709,18.0
215710,22.0
215711,44.0
215712,53.0
215713,25.0
215714,28.0
215715,33.0
215716,142.0
215717,42.0
215718,46.0
215719,38.0
215720,23.0
215722,56.0
215723,79.0
215724,315.0
215726,22.0
215727,44.0
215728,7.0
215730,21.0
215734,55.0
215735,30.0
215736,18.0
215737,24.0
215738,75.0
215739,35.0
215740,21.0
215741,7.0
215742,31.0
215743,60.0
215744,197.0
215747,20.0
215749,61.0
215750,66.0
215752,19.0
215753,41.0
215754,26.0
215756,38.0
215758,54.0
215759,28.0
215760,19.0
215762,23.0
215763,17.0
215764,173.0
215767,29.0
215768,33.0
215769,7.0
215770,27.0
215771,51.0
215772,59.0
215773,23.0
215774,35.0
215775,32.0
215776,91.0
215777,29.0
215778,35.0
215779,22.0
215780,14.0
215781,42.0
215782,32.0
215783,245.0
215785,19.0
215786,26.0
215788,151.0
215789,104.0
215790,36.0
215791,49.0
215792,49.0
215793,82.0
215795,21.0
215796,87.0
215797,39.0
215798,62.0
215799,22.0
215800,14.0
215801,61.0
215802,44.0
215805,16.0
215806,24.0
215812,65.0
215813,43.0
215814,17.0
215815,56.0
215816,48.0
215817,83.0
215821,74.0
215822,41.0
215823,57.0
215824,61.0
215825,31.0
215828,17.0
215829,5.0
215830,36.0
215831,30.0
215832,14.0
215833,37.0
215834,55.0
215835,32.0
215839,92.0
215840,52.0
215841,65.0
215842,46.0
215843,108.0
215844,221.0
215846,24.0
215847,27.0
215850,40.0
215852,17.0
215853,33.0
215854,34.0
215855,11.0
215858,79.0
215859,20.0
215860,39.0
215861,22.0
215862,15.0
215863,39.0
215864,47.0
215865,153.0
215866,10.0
215867,16.0
215868,22.0
215870,12.0
215872,132.0
215873,90.0
215874,57.0
215877,71.0
215878,70.0
215879,88.0
215882,104.0
215883,49.0
215884,74.0
215885,22.0
215886,13.0
215888,76.0
215889,56.0
215890,298.0
215892,17.0
215893,25.0
215895,11.0
215898,11.0
215899,41.0
215900,19.0
215902,42.0
215903,37.0
215904,50.0
215908,88.0
215909,29.0
215910,47.0
215911,26.0
215912,15.0
215913,41.0
215914,50.0
215915,203.0
215918,25.0
215919,19.0
215920,12.0
215921,20.0
215922,17.0
215923,28.0
215924,30.0
215925,19.0
215929,29.0
215930,39.0
215933,12.0
215934,121.0
215937,170.0
215938,94.0
215939,44.0
215942,85.0
215943,94.0
215944,119.0
215947,27.0
215948,115.0
215949,67.0
215950,68.0
215951,30.0
215952,12.0
215953,69.0
215954,43.0
215955,274.0
215957,15.0
215958,23.0
215959,19.0
215962,133.0
215963,124.0
215964,37.0
215965,8.0
215967,28.0
215968,60.0
215969,53.0
215970,16.0
215971,25.0
215972,20.0
215973,77.0
215974,38.0
215975,40.0
215976,29.0
215977,19.0
215978,47.0
215979,41.0
215980,240.0
215981,16.0
215982,23.0
215983,27.0
215985,10.0
215986,8.0
215987,33.0
215988,47.0
215989,42.0
215992,34.0
215993,41.0
215994,16.0
215995,18.0
215997,99.0
215998,30.0
215999,32.0
216000,15.0
216001,9.0
216003,33.0
216004,51.0
216005,161.0
216007,21.0
216008,24.0
216010,9.0
216011,5.0
216012,11.0
216013,255.0
216014,185.0
216015,76.0
216016,25.0
216018,102.0
216019,141.0
216020,222.0
216024,221.0
216025,98.0
216026,160.0
216027,51.0
216028,27.0
216030,117.0
216031,72.0
216032,278.0
216033,14.0
216034,27.0
216035,44.0
216036,73.0
216037,42.0
216039,14.0
216040,96.0
216041,84.0
216042,56.0
216043,65.0
216044,72.0
216047,26.0
216048,62.0
216049,33.0
216050,44.0
216051,16.0
216052,9.0
216053,44.0
216054,24.0
216057,15.0
216058,20.0
216062,210.0
216063,127.0
216064,71.0
216065,20.0
216067,106.0
216068,123.0
216069,141.0
216071,162.0
216072,185.0
216073,106.0
216074,33.0
216075,17.0
216077,86.0
216078,52.0
216080,16.0
216081,23.0
216082,31.0
216084,27.0
216087,45.0
216091,16.0
216092,28.0
216093,33.0
216094,13.0
216095,16.0
216096,19.0
216097,72.0
216098,27.0
216099,31.0
216100,22.0
216101,13.0
216103,40.0
216104,45.0
216105,134.0
216106,17.0
216107,21.0
216108,24.0
216109,41.0
216110,33.0
216112,10.0
216113,23.0
216114,28.0
216115,10.0
216118,58.0
216119,18.0
216120,39.0
216121,16.0
216124,36.0
216125,136.0
216128,15.0
216131,45.0
216132,29.0
216135,21.0
216136,49.0
216137,54.0
216138,11.0
216141,132.0
216142,46.0
216143,51.0
216144,34.0
216145,25.0
216147,49.0
216148,64.0
216149,130.0
216150,17.0
216151,21.0
216152,27.0
216154,21.0
216155,24.0
216156,33.0
216159,16.0
216160,33.0
216161,21.0
216163,12.0
216164,40.0
216165,18.0
216166,14.0
216167,19.0
216168,20.0
216171,15.0
216176,9.0
216177,14.0
216178,27.0
216179,18.0
216180,10.0
216182,34.0
216183,13.0
216184,13.0
216186,16.0
216187,12.0
216190,10.0
216191,91.0
216192,76.0
216193,37.0
216195,65.0
216196,85.0
216197,79.0
216200,74.0
216201,48.0
216202,56.0
216203,19.0
216205,50.0
216206,34.0
216207,155.0
216208,13.0
216209,22.0
216210,23.0
216211,9.0
216213,80.0
216214,66.0
216215,14.0
216217,41.0
216218,43.0
216219,38.0
216223,55.0
216224,53.0
216225,41.0
216226,40.0
216227,32.0
216228,228.0
216229,11.0
216231,18.0
216232,41.0
216233,39.0
216236,26.0
216237,30.0
216241,89.0
216242,28.0
216243,36.0
216244,23.0
216245,16.0
216246,34.0
216247,43.0
216248,134.0
216250,14.0
216251,18.0
216254,69.0
216255,66.0
216256,28.0
216258,23.0
216259,44.0
216260,43.0
216261,18.0
216262,21.0
216263,20.0
216264,87.0
216265,37.0
216266,45.0
216267,29.0
216268,21.0
216270,52.0
216271,46.0
216272,254.0
216273,17.0
216274,18.0
216275,38.0
216276,60.0
216278,22.0
216279,21.0
216282,18.0
216283,23.0
216287,38.0
216288,13.0
216289,11.0
216292,16.0
216293,76.0
216296,12.0
216297,144.0
216298,105.0
216299,64.0
216301,63.0
216302,62.0
216303,91.0
216307,101.0
216308,57.0
216309,63.0
216310,28.0
216311,19.0
216312,59.0
216313,85.0
216314,189.0
216315,9.0
216316,13.0
216317,24.0
216319,17.0
216324,132.0
216325,88.0
216326,54.0
216329,76.0
216330,80.0
216331,77.0
216332,30.0
216335,74.0
216336,53.0
216337,55.0
216340,60.0
216341,25.0
216342,336.0
216344,14.0
216345,19.0
216346,25.0
216348,90.0
216349,75.0
216350,35.0
216352,19.0
216353,45.0
216354,56.0
216355,15.0
216356,15.0
216357,16.0
216358,102.0
216359,31.0
216360,36.0
216361,31.0
216362,21.0
216363,42.0
216364,55.0
216365,166.0
216366,17.0
216367,27.0
216368,36.0
216369,38.0
216370,14.0
216372,17.0
216373,40.0
216374,34.0
216376,20.0
216377,26.0
216378,31.0
216379,23.0
216381,16.0
216382,67.0
216383,22.0
216384,19.0
216385,27.0
216386,32.0
216387,114.0
216389,17.0
216390,17.0
216391,6.0
216399,23.0
216403,86.0
216404,49.0
216405,31.0
216407,27.0
216408,39.0
216409,58.0
216411,62.0
216412,27.0
216413,39.0
216414,17.0
216416,34.0
216417,21.0
216418,129.0
216421,17.0
216423,9.0
216424,68.0
216425,47.0
216426,15.0
216427,26.0
216428,37.0
216429,11.0
216430,82.0
216431,31.0
216432,31.0
216433,22.0
216434,15.0
216435,35.0
216436,38.0
216437,117.0
216438,18.0
216439,19.0
216440,24.0
216443,15.0
216444,32.0
216445,193.0
216446,154.0
216447,83.0
216450,75.0
216451,96.0
216452,112.0
216455,26.0
216456,135.0
216457,62.0
216458,91.0
216459,38.0
216463,60.0
216464,41.0
216465,357.0
216467,17.0
216468,28.0
216470,17.0
216471,13.0
216473,10.0
216475,10.0
216476,24.0
216478,9.0
216480,68.0
216481,22.0
216482,17.0
216483,21.0
216484,59.0
216485,136.0
216491,106.0
216492,78.0
216493,54.0
216495,47.0
216496,51.0
216497,72.0
216501,70.0
216502,36.0
216503,42.0
216506,40.0
216507,27.0
216509,10.0
216511,20.0
216512,10.0
216514,118.0
216515,77.0
216516,38.0
216517,43.0
216518,52.0
216519,77.0
216521,83.0
216522,38.0
216523,55.0
216524,29.0
216525,19.0
216526,52.0
216527,30.0
216528,198.0
216530,12.0
216531,21.0
216532,30.0
216533,15.0
216536,12.0
216541,40.0
216544,13.0
216545,45.0
216546,176.0
216549,16.0
216551,50.0
216552,29.0
216554,7.0
216555,30.0
216556,58.0
216557,43.0
216558,16.0
216559,12.0
216561,99.0
216562,43.0
216563,52.0
216564,37.0
216565,21.0
216568,51.0
216569,39.0
216570,139.0
216572,25.0
216573,28.0
216577,35.0
216579,11.0
216580,18.0
216581,48.0
216582,32.0
216584,15.0
216585,16.0
216586,53.0
216587,27.0
216588,23.0
216590,9.0
216591,31.0
216592,24.0
216593,166.0
216596,164.0
216597,114.0
216598,34.0
216601,62.0
216602,77.0
216603,117.0
216606,22.0
216607,94.0
216608,41.0
216609,73.0
216610,20.0
216611,9.0
216612,55.0
216613,30.0
216614,225.0
216616,21.0
216617,22.0
216619,10.0
216622,160.0
216623,40.0
216624,8.0
216627,14.0
216628,51.0
216629,24.0
216630,12.0
216631,12.0
216632,11.0
216633,61.0
216634,23.0
216635,27.0
216636,15.0
216637,10.0
216639,45.0
216640,139.0
216641,14.0
216642,16.0
216643,19.0
216645,101.0
216646,92.0
216647,21.0
216648,17.0
216649,36.0
216650,50.0
216651,13.0
216652,11.0
216653,13.0
216654,89.0
216655,25.0
216656,27.0
216657,21.0
216658,14.0
216659,36.0
216660,43.0
216661,174.0
216663,19.0
216664,23.0
216666,13.0
216667,58.0
216668,42.0
216670,21.0
216671,48.0
216672,31.0
216675,50.0
216676,20.0
216677,21.0
216680,26.0
216681,19.0
216685,10.0
216686,9.0
216687,9.0
216688,15.0
216689,88.0
216690,70.0
216691,27.0
216692,21.0
216693,36.0
216694,31.0
216695,11.0
216696,8.0
216697,11.0
216698,43.0
216699,16.0
216700,25.0
216702,12.0
216703,30.0
216704,23.0
216705,139.0
216708,12.0
216709,9.0
216711,14.0
216712,79.0
216713,55.0
216714,31.0
216716,23.0
216717,32.0
216718,35.0
216721,21.0
216722,42.0
216723,24.0
216724,31.0
216725,34.0
216726,13.0
216731,68.0
216732,41.0
216733,25.0
216734,39.0
216735,47.0
216738,43.0
216739,28.0
216740,35.0
216743,32.0
216744,14.0
216748,12.0
216749,74.0
216750,46.0
216751,25.0
216753,32.0
216754,40.0
216755,36.0
216756,77.0
216757,41.0
216758,55.0
216761,36.0
216762,38.0
216763,197.0
216765,11.0
216766,14.0
216767,6.0
216768,19.0
216771,23.0
216772,21.0
216773,15.0
216774,28.0
216779,56.0
216780,25.0
216782,21.0
216783,37.0
216784,116.0
216787,47.0
216788,42.0
216789,10.0
216791,19.0
216793,61.0
216794,17.0
216795,23.0
216796,18.0
216797,12.0
216798,27.0
216799,29.0
216800,97.0
216803,14.0
216805,11.0
216807,56.0
216808,48.0
216809,22.0
216810,15.0
216812,20.0
216813,28.0
216814,38.0
216815,17.0
216817,19.0
216818,83.0
216819,27.0
216820,25.0
216822,9.0
216823,32.0
216824,43.0
216825,132.0
216827,17.0
216828,19.0
216831,25.0
216836,37.0
216837,21.0
216838,14.0
216839,20.0
216840,16.0
216841,50.0
216842,18.0
216843,27.0
216844,21.0
216845,20.0
216849,14.0
216850,31.0
216851,28.0
216852,13.0
216853,11.0
216854,25.0
216855,21.0
216856,11.0
216857,14.0
216858,75.0
216859,22.0
216860,26.0
216861,16.0
216864,41.0
216865,151.0
216868,16.0
216870,59.0
216871,47.0
216874,25.0
216875,32.0
216876,41.0
216877,11.0
216878,12.0
216879,15.0
216880,60.0
216881,31.0
216882,32.0
216883,27.0
216884,18.0
216885,42.0
216886,29.0
216887,168.0
216889,13.0
216890,17.0
216891,19.0
216892,151.0
216893,120.0
216894,50.0
216896,74.0
216897,89.0
216898,96.0
216901,27.0
216902,99.0
216903,58.0
216904,60.0
216905,60.0
216906,33.0
216910,19.0
216914,43.0
216915,33.0
216916,17.0
216918,15.0
216919,32.0
216920,37.0
216923,57.0
216924,22.0
216925,28.0
216926,33.0
216927,22.0
216928,38.0
216929,26.0
216933,14.0
216935,28.0
216936,27.0
216938,9.0
216939,38.0
216940,64.0
216941,38.0
216944,70.0
216945,31.0
216946,22.0
216948,30.0
216949,40.0
216950,282.0
216953,18.0
216956,54.0
216957,55.0
216958,26.0
216960,32.0
216961,53.0
216962,57.0
216963,21.0
216964,22.0
216965,18.0
216966,66.0
216967,36.0
216968,31.0
216969,24.0
216971,40.0
216972,27.0
216973,170.0
216974,12.0
216975,19.0
216976,19.0
216978,55.0
216979,43.0
216982,27.0
216983,32.0
216984,49.0
216986,51.0
216987,26.0
216988,34.0
216991,38.0
216995,13.0
216998,71.0
216999,70.0
217000,26.0
217002,43.0
217003,45.0
217004,64.0
217008,68.0
217009,45.0
217010,46.0
217011,53.0
217012,31.0
217013,239.0
217016,16.0
217018,210.0
217019,133.0
217020,76.0
217023,70.0
217024,74.0
217025,124.0
217027,137.0
217028,68.0
217029,72.0
217030,40.0
217031,25.0
217033,74.0
217034,45.0
217035,316.0
217036,17.0
217037,24.0
217038,33.0
217039,60.0
217040,22.0
217043,222.0
217044,162.0
217045,70.0
217046,16.0
217048,91.0
217049,87.0
217050,130.0
217054,117.0
217055,63.0
217056,69.0
217057,26.0
217058,17.0
217060,79.0
217061,44.0
217062,263.0
217063,11.0
217064,18.0
217065,26.0
217067,14.0
217071,28.0
217072,22.0
217073,12.0
217074,9.0
217075,21.0
217076,43.0
217077,29.0
217080,74.0
217081,27.0
217082,22.0
217083,9.0
217084,28.0
217086,207.0
217089,17.0
217091,47.0
217092,29.0
217094,19.0
217095,34.0
217096,23.0
217099,50.0
217100,22.0
217101,14.0
217104,20.0
217105,35.0
217106,168.0
217108,10.0
217109,14.0
217110,14.0
217113,11.0
217115,22.0
217117,16.0
217119,11.0
217123,93.0
217124,73.0
217125,45.0
217126,58.0
217127,56.0
217128,68.0
217132,77.0
217133,42.0
217134,46.0
217135,23.0
217136,11.0
217137,47.0
217138,29.0
217140,7.0
217141,12.0
217142,17.0
217145,59.0
217146,35.0
217149,34.0
217150,37.0
217153,59.0
217154,27.0
217155,37.0
217158,35.0
217159,21.0
217160,69.0
217163,13.0
217166,139.0
217167,82.0
217168,50.0
217170,57.0
217171,72.0
217172,84.0
217175,90.0
217176,50.0
217177,57.0
217178,24.0
217180,43.0
217181,29.0
217182,138.0
217184,13.0
217185,20.0
217187,19.0
217188,27.0
217193,26.0
217194,19.0
217196,11.0
217197,72.0
217198,22.0
217199,45.0
217200,12.0
217202,14.0
217204,144.0
217206,14.0
217209,37.0
217210,39.0
217213,17.0
217214,28.0
217216,67.0
217217,23.0
217218,35.0
217219,31.0
217220,17.0
217221,41.0
217222,34.0
217223,115.0
217225,12.0
217226,16.0
217228,14.0
217229,23.0
217230,13.0
217233,17.0
217234,42.0
217235,29.0
217236,10.0
217237,10.0
217238,11.0
217239,51.0
217240,36.0
217241,20.0
217244,29.0
217245,24.0
217246,179.0
217249,154.0
217250,88.0
217251,55.0
217252,32.0
217253,18.0
217254,92.0
217255,129.0
217256,134.0
217258,15.0
217259,20.0
217260,170.0
217261,90.0
217262,114.0
217263,42.0
217264,19.0
217267,67.0
217268,53.0
217269,208.0
217271,27.0
217272,35.0
217273,44.0
217274,27.0
217275,22.0
217277,57.0
217278,40.0
217279,28.0
217281,42.0
217282,51.0
217283,57.0
217284,19.0
217287,50.0
217288,50.0
217289,50.0
217290,55.0
217291,25.0
217292,188.0
217294,20.0
217295,16.0
217296,93.0
217297,57.0
217298,30.0
217299,38.0
217300,43.0
217301,45.0
217305,61.0
217306,58.0
217307,49.0
217308,59.0
217309,42.0
217313,17.0
217314,4.0
217316,227.0
217317,125.0
217318,96.0
217321,126.0
217322,148.0
217323,151.0
217324,12.0
217327,167.0
217328,87.0
217329,108.0
217330,42.0
217334,87.0
217335,77.0
217336,644.0
217338,23.0
217339,37.0
217340,25.0
217343,82.0
217344,78.0
217345,21.0
217346,24.0
217347,40.0
217348,56.0
217349,18.0
217350,13.0
217351,19.0
217352,142.0
217353,42.0
217354,39.0
217355,38.0
217356,23.0
217358,56.0
217359,79.0
217360,260.0
217362,21.0
217363,30.0
217364,45.0
217366,23.0
217370,45.0
217371,25.0
217372,12.0
217373,21.0
217374,78.0
217375,35.0
217376,19.0
217377,7.0
217378,32.0
217379,60.0
217380,244.0
217383,17.0
217385,100.0
217386,103.0
217388,16.0
217389,34.0
217390,26.0
217392,16.0
217394,50.0
217395,24.0
217396,15.0
217398,23.0
217399,18.0
217400,190.0
217403,58.0
217404,58.0
217405,10.0
217407,30.0
217408,46.0
217409,58.0
217410,15.0
217411,13.0
217412,19.0
217413,86.0
217414,29.0
217415,28.0
217416,22.0
217417,14.0
217418,42.0
217419,32.0
217420,245.0
217422,16.0
217423,18.0
217425,151.0
217426,106.0
217427,29.0
217428,47.0
217429,55.0
217430,93.0
217432,21.0
217433,87.0
217434,42.0
217435,59.0
217436,22.0
217437,14.0
217438,43.0
217439,35.0
217442,13.0
217443,24.0
217449,65.0
217450,46.0
217451,17.0
217452,54.0
217453,48.0
217454,59.0
217458,80.0
217459,41.0
217460,60.0
217461,42.0
217462,28.0
217465,14.0
217466,5.0
217467,43.0
217468,27.0
217469,14.0
217470,39.0
217471,55.0
217472,39.0
217476,100.0
217477,54.0
217478,57.0
217479,40.0
217480,107.0
217481,232.0
217483,24.0
217484,24.0
217487,59.0
217489,14.0
217490,30.0
217491,33.0
217492,7.0
217495,79.0
217496,20.0
217497,37.0
217498,22.0
217499,15.0
217500,39.0
217501,47.0
217502,129.0
217503,9.0
217504,15.0
217505,18.0
217507,12.0
217509,132.0
217510,90.0
217511,53.0
217514,71.0
217515,67.0
217516,85.0
217519,116.0
217520,49.0
217521,60.0
217522,22.0
217523,13.0
217525,53.0
217526,39.0
217527,305.0
217529,17.0
217530,25.0
217532,11.0
217535,14.0
217536,46.0
217537,27.0
217539,31.0
217540,39.0
217541,54.0
217545,101.0
217546,29.0
217547,33.0
217548,26.0
217549,15.0
217550,41.0
217551,48.0
217552,181.0
217555,21.0
217556,19.0
217557,12.0
217558,18.0
217559,23.0
217560,25.0
217561,30.0
217562,28.0
217566,54.0
217567,37.0
217570,13.0
217571,52.0
217574,176.0
217575,101.0
217576,51.0
217579,70.0
217580,100.0
217581,127.0
217584,27.0
217585,143.0
217586,62.0
217587,66.0
217588,27.0
217589,9.0
217590,65.0
217591,57.0
217592,49.0
217594,16.0
217595,25.0
217596,19.0
217599,98.0
217600,95.0
217601,24.0
217602,32.0
217604,24.0
217605,62.0
217606,61.0
217607,20.0
217608,24.0
217609,21.0
217610,153.0
217611,33.0
217612,42.0
217613,26.0
217614,16.0
217615,43.0
217616,42.0
217617,36.0
217618,10.0
217619,16.0
217620,20.0
217622,9.0
217623,6.0
217624,20.0
217625,51.0
217626,44.0
217629,38.0
217630,41.0
217631,14.0
217632,18.0
217634,151.0
217635,27.0
217636,31.0
217637,14.0
217638,8.0
217640,31.0
217641,52.0
217642,42.0
217644,18.0
217645,24.0
217647,8.0
217648,4.0
217649,9.0
217650,272.0
217651,217.0
217652,68.0
217653,57.0
217655,108.0
217656,119.0
217657,231.0
217661,198.0
217662,93.0
217663,117.0
217664,45.0
217665,23.0
217667,118.0
217668,70.0
217669,69.0
217670,14.0
217671,27.0
217672,47.0
217673,85.0
217674,44.0
217676,12.0
217677,102.0
217678,71.0
217680,57.0
217681,52.0
217682,77.0
217685,19.0
217686,107.0
217687,32.0
217688,43.0
217689,17.0
217690,7.0
217691,42.0
217692,24.0
217695,16.0
217696,23.0
217700,220.0
217701,128.0
217702,67.0
217703,43.0
217705,94.0
217706,127.0
217707,152.0
217709,177.0
217710,81.0
217711,98.0
217712,31.0
217713,15.0
217715,81.0
217716,52.0
217718,17.0
217719,24.0
217720,35.0
217722,30.0
217725,47.0
217729,17.0
217730,28.0
217731,37.0
217732,12.0
217733,11.0
217734,15.0
217735,124.0
217736,22.0
217737,30.0
217738,19.0
217739,11.0
217741,36.0
217742,43.0
217743,34.0
217744,12.0
217745,17.0
217746,21.0
217747,42.0
217748,33.0
217750,9.0
217751,25.0
217752,30.0
217753,10.0
217756,113.0
217757,17.0
217758,27.0
217759,14.0
217761,36.0
217762,28.0
217765,14.0
217768,48.0
217769,28.0
217772,21.0
217773,47.0
217774,60.0
217775,11.0
217778,176.0
217779,40.0
217780,53.0
217781,32.0
217782,22.0
217784,44.0
217785,59.0
217786,42.0
217787,14.0
217788,18.0
217789,24.0
217791,21.0
217792,20.0
217793,28.0
217796,12.0
217797,35.0
217798,23.0
217800,13.0
217801,92.0
217802,15.0
217803,14.0
217804,16.0
217805,39.0
217808,13.0
217813,27.0
217814,14.0
217815,28.0
217816,20.0
217817,9.0
217819,79.0
217820,11.0
217821,14.0
217824,14.0
217825,13.0
217828,8.0
217829,126.0
217830,78.0
217831,35.0
217833,61.0
217834,87.0
217835,82.0
217838,107.0
217839,43.0
217840,46.0
217841,17.0
217843,47.0
217844,26.0
217845,46.0
217846,16.0
217847,19.0
217848,26.0
217849,10.0
217851,88.0
217852,71.0
217853,19.0
217855,37.0
217856,43.0
217857,39.0
217861,80.0
217862,47.0
217863,37.0
217864,37.0
217865,32.0
217866,27.0
217867,15.0
217869,23.0
217870,42.0
217871,42.0
217874,25.0
217875,22.0
217879,156.0
217880,25.0
217881,36.0
217882,21.0
217883,14.0
217884,30.0
217885,41.0
217886,37.0
217888,12.0
217889,17.0
217892,71.0
217893,75.0
217894,28.0
217896,23.0
217897,46.0
217898,48.0
217899,16.0
217900,20.0
217901,22.0
217902,196.0
217903,31.0
217904,44.0
217905,27.0
217906,18.0
217908,53.0
217909,48.0
217910,41.0
217911,14.0
217912,16.0
217913,27.0
217914,59.0
217916,24.0
217917,22.0
217921,23.0
217922,22.0
217926,75.0
217927,11.0
217928,10.0
217931,17.0
217932,14.0
217935,11.0
217936,154.0
217937,106.0
217938,61.0
217940,62.0
217941,73.0
217942,100.0
217946,149.0
217947,38.0
217948,59.0
217949,25.0
217950,16.0
217951,57.0
217952,43.0
217953,54.0
217954,10.0
217955,13.0
217956,25.0
217958,18.0
217963,144.0
217964,98.0
217965,52.0
217968,63.0
217969,94.0
217970,85.0
217971,16.0
217974,149.0
217975,48.0
217976,50.0
217979,55.0
217980,24.0
217981,46.0
217983,15.0
217984,20.0
217985,20.0
217987,95.0
217988,85.0
217989,35.0
217991,19.0
217992,45.0
217993,56.0
217994,14.0
217995,15.0
217996,18.0
217997,166.0
217998,27.0
217999,37.0
218000,28.0
218001,19.0
218002,36.0
218003,54.0
218004,45.0
218005,12.0
218006,21.0
218007,24.0
218008,48.0
218009,12.0
218011,13.0
218012,42.0
218013,34.0
218015,16.0
218016,27.0
218017,27.0
218018,23.0
218020,17.0
218021,109.0
218022,18.0
218023,18.0
218024,22.0
218025,30.0
218026,26.0
218028,14.0
218029,15.0
218030,6.0
218038,23.0
218042,89.0
218043,50.0
218044,24.0
218046,29.0
218047,39.0
218048,63.0
218050,86.0
218051,24.0
218052,38.0
218053,16.0
218055,32.0
218056,22.0
218057,15.0
218060,20.0
218062,9.0
218063,111.0
218064,84.0
218065,13.0
218066,29.0
218067,37.0
218068,12.0
218069,125.0
218070,29.0
218071,30.0
218072,20.0
218073,14.0
218074,30.0
218075,37.0
218076,30.0
218077,11.0
218078,14.0
218079,18.0
218082,13.0
218083,21.0
218084,199.0
218085,156.0
218086,85.0
218089,58.0
218090,96.0
218091,120.0
218094,27.0
218095,214.0
218096,59.0
218097,84.0
218098,34.0
218102,56.0
218103,42.0
218104,40.0
218106,16.0
218107,30.0
218109,17.0
218110,14.0
218112,12.0
218114,9.0
218115,26.0
218117,10.0
218119,117.0
218120,19.0
218121,16.0
218122,17.0
218123,59.0
218124,38.0
218130,109.0
218131,77.0
218132,43.0
218134,51.0
218135,54.0
218136,77.0
218140,113.0
218141,34.0
218142,41.0
218145,38.0
218146,27.0
218148,11.0
218150,22.0
218151,10.0
218153,105.0
218154,71.0
218155,38.0
218156,47.0
218157,47.0
218158,85.0
218160,124.0
218161,36.0
218162,52.0
218163,27.0
218164,18.0
218165,49.0
218166,30.0
218167,27.0
218169,14.0
218170,24.0
218171,30.0
218172,15.0
218175,12.0
218180,65.0
218183,9.0
218184,43.0
218185,32.0
218188,14.0
218190,53.0
218191,30.0
218193,18.0
218194,28.0
218195,62.0
218196,49.0
218197,15.0
218198,16.0
218200,184.0
218201,38.0
218202,61.0
218203,34.0
218204,18.0
218207,44.0
218208,40.0
218209,29.0
218211,22.0
218212,27.0
218216,38.0
218218,11.0
218219,17.0
218220,53.0
218221,37.0
218223,20.0
218224,16.0
218225,129.0
218226,22.0
218227,23.0
218228,8.0
218229,27.0
218230,25.0
218231,18.0
218234,191.0
218235,116.0
218236,30.0
218239,60.0
218240,72.0
218241,124.0
218244,21.0
218245,129.0
218246,38.0
218247,69.0
218248,18.0
218249,8.0
218250,52.0
218251,31.0
218252,25.0
218254,21.0
218255,24.0
218257,9.0
218260,133.0
218261,41.0
218262,8.0
218265,13.0
218266,41.0
218267,31.0
218268,11.0
218269,12.0
218270,11.0
218271,167.0
218272,18.0
218273,28.0
218274,14.0
218275,9.0
218277,43.0
218278,41.0
218279,12.0
218280,13.0
218281,18.0
218283,109.0
218284,93.0
218285,19.0
218286,19.0
218287,35.0
218288,48.0
218289,12.0
218290,10.0
218291,14.0
218292,150.0
218293,21.0
218294,27.0
218295,19.0
218296,12.0
218297,32.0
